NQN|NQN|Неукен|Неукен|Neuquen|Neuquen|Аргентина|Аргентина|Argentina|Argentina
NQT|NQT|||Nottingham|Nottingham|Великобритания|Великобритания|United Kingdom|United Kingdom
NQU|NQU|Нуки|Нуки|Nuqui|Nuqui|Колумбия|Колумбия|Colombia|Colombia
NQX|NQX|Ки Уэст|Ки Уэст|Key West|Key West|США|США|United States|United States
NQY|NQY|||Newquay|Newquay|Великобритания|Великобритания|United Kingdom|United Kingdom
NRA|NRA|||Narrandera|Narrandera|Австралия|Австралия|Australia|Australia
NRB|NRB|||Mayport|Mayport|США|США|United States|United States
NRC|NRC|||Crows Landing|Crows Landing|США|США|United States|United States
NRD|NRD|Нордерней|Нордерней|Norderney|Norderney|Германия|Германия|Germany|Germany
NRE|NRE|||Namrole|Namrole|Индонезия|Индонезия|Indonesia|Indonesia
NRG|NRG|||Narrogin|Narrogin|Австралия|Австралия|Australia|Australia
NRI|NRI|||Shangri-la|Shangri-la|США|США|United States|United States
NRK|NRK|Ноггкопинг|Ноггкопинг|Norrkoping|Norrkoping|Швеция|Швеция|Sweden|Sweden
NRL|NRL|||North Ronaldsay|North Ronaldsay|Великобритания|Великобритания|United Kingdom|United Kingdom
NRM|NRM|Нара|Нара|Nara|Nara|Мали|Мали|Mali|Mali
NRN|NRN|Дюссельдорф|Дюссельдорф|Dusseldorf|Dusseldorf|Германия|Германия|Germany|Germany
NRR|NRR|||Roosevelt Roads|Roosevelt Roads|Пуэрто Рико|Пуэрто Рико|Puerto Rico|Puerto Rico
NRS|NRS|||Imperial Beach|Imperial Beach|Румыния|Румыния|Romania|Romania
NRT|NRT|Токио|Токио|Tokyo|Tokyo|Япония|Япония|Japan|Japan
NRV|NRV|Гуам|Гуам|Guam|Guam|Гуам|Гуам|Guam (USA)|Guam (USA)
NRY|NRY|||Newry|Newry|Австралия|Австралия|Australia|Australia
NSA|NSA|Нуса|Нуса|Noosa|Noosa|Австралия|Австралия|Australia|Australia
NSB|NSB|||Bimini|Bimini|Багамские острова|Багамские острова|Bahamas|Bahamas
NSE|NSE|||Milton|Milton|США|США|United States|United States
NSF|NSF|||Camp Springs|Camp Springs|США|США|United States|United States
NSH|NSH|||Now Shahr|Now Shahr|Иран|Иран|Iran|Iran
NSI|NSI|Яунде|Яунде|Yaounde|Yaounde|Камерун|Камерун|Cameroon|Cameroon
NSM|NSM|||Norseman|Norseman|Австралия|Австралия|Australia|Australia
NSN|NSN|Нельсон|Нельсон|Nelson|Nelson|Новая Зеландия|Новая Зеландия|New Zealand|New Zealand
NSO|NSO|||Scone|Scone|Австралия|Австралия|Australia|Australia
NSP|NSP|Сангли-Пойнт|Сангли-Пойнт|Sangley Point|Sangley Point|Филиппины|Филиппины|Philippines|Philippines
NST|NST|Након-Си-Таммарат|Након-Си-Таммарат|Nakhon Si Thammarat|Nakhon Si Thammarat|Таиланд|Таиланд|Thailand|Thailand
NSV|NSV|||Noosaville|Noosaville|Австралия|Австралия|Australia|Australia
NSX|NSX|||N. Sound/Virgin Gorda|N. Sound/Virgin Gorda|Британские Виргинские острова|Британские Виргинские острова|British Virgin Islands|British Virgin Islands
NSY|NSY|Токат|Токат|Tokat|Tokat|Италия|Италия|Italy|Italy
NTA|NTA|Натадола|Натадола|Natadola|Natadola|Фиджи|Фиджи|Fiji|Fiji
NTB|NTB|Нутодден|Нутодден|Notodden|Notodden|Норвегия|Норвегия|Norway|Norway
NTC|NTC|Санта-Каролина|Санта-Каролина|Santa Carolina|Santa Carolina|Судан|Судан|Sudan|Sudan
NTD|NTD|||Port Hueneme, CA|Port Hueneme, CA|США|США|United States|United States
NTE|NTE|Нант|Нант|Nantes|Nantes|Франция|Франция|France|France
NTG|NTG|Наньтун|Наньтун|Nantong|Nantong|Гана|Гана|Ghana|Ghana
NTI|NTI|Бинтуни|Бинтуни|Bintuni|Bintuni|Индонезия|Индонезия|Indonesia|Indonesia
NTJ|NTJ|||Manti|Manti|США|США|United States|United States
NTL|NTL|Ньюкасл|Ньюкасл|Newcastle|Newcastle|Австралия|Австралия|Australia|Australia
NTM|NTM|||Miracema Do Norte|Miracema Do Norte|Бразилия|Бразилия|Brazil|Brazil
NTN|NTN|||Normanton|Normanton|Австралия|Австралия|Australia|Australia
NTO|NTO|Санто-Антао|Санто-Антао|Santo Antao|Santo Antao|Кабо-Верде|Кабо-Верде|Cape Verde|Cape Verde
NTQ|NTQ|||Wajima|Wajima|Япония|Япония|Japan|Japan
NTR|NTR|Тухтла-Гутьеррес|Тухтла-Гутьеррес|Tuxtla Gutierrez|Tuxtla Gutierrez|Мексика|Мексика|Mexico|Mexico
NTT|NTT|Ниуатопутапу|Ниуатопутапу|Niuatoputapu|Niuatoputapu|Тонга|Тонга|Tonga|Tonga
NTU|NTU|||Oceana|Oceana|США|США|United States|United States
NTX|NTX|Натуна-Ранай|Натуна-Ранай|Natuna Ranai|Natuna Ranai|Индонезия|Индонезия|Indonesia|Indonesia
NTY|NTY|Сан Сити|Сан Сити|Sun City|Sun City|ЮАР|ЮАР|South Africa|South Africa
NUB|NUB|||Numbulwar|Numbulwar|Австралия|Австралия|Australia|Australia
NUD|NUD|Эн-Нахуд|Эн-Нахуд|En Nahud|En Nahud|Судан|Судан|Sudan|Sudan
NUF|NUF|||Hatton|Hatton|Шри-Ланка|Шри-Ланка|Sri Lanka|Sri Lanka
NUG|NUG|Нугуриа|Нугуриа|Nuguria|Nuguria|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
NUH|NUH|Нунчиа|Нунчиа|Nunchia|Nunchia|Колумбия|Колумбия|Colombia|Colombia
NUI|NUI|||Nuiqsut|Nuiqsut|США|США|United States|United States
NUJ|NUJ|||Nojeh|Nojeh|Иран|Иран|Iran|Iran
NUK|NUK|||Nukutavake|Nukutavake|Французская Полинезия|Французская Полинезия|French Polynesia|French Polynesia
NUL|NUL|||Nulato|Nulato|США|США|United States|United States
NUN|NUN|||Pensacola|Pensacola|США|США|United States|United States
NUP|NUP|||Nunapitchuk|Nunapitchuk|США|США|United States|United States
NUQ|NUQ|||Mountain View|Mountain View|США|США|United States|United States
NUR|NUR|||Nullarbor|Nullarbor|Австралия|Австралия|Australia|Australia
NUS|NUS|Норсуп|Норсуп|Norsup|Norsup|Вануату|Вануату|Vanuatu|Vanuatu
NUT|NUT|Нутуве|Нутуве|Nutuve|Nutuve|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
NUU|NUU|Накуру|Накуру|Nakuru|Nakuru|Кения|Кения|Kenya|Kenya
NUW|NUW|||Oak Harbor|Oak Harbor|США|США|United States|United States
NUX|NUX|Новый Уренгой|Новый Уренгой|Novy Urengoy|Novy Urengoy|Россия|Россия|Russian Federation|Russian Federation
NVA|NVA|Нейва|Нейва|Neiva|Neiva|Колумбия|Колумбия|Colombia|Colombia
NVD|NVD|||Nevada|Nevada|США|США|United States|United States
NVG|NVG|Нуэва-Гуинея|Нуэва-Гуинея|Nueva Guinea|Nueva Guinea|Никарагуа|Никарагуа|Nicaragua|Nicaragua
NVI|NVI|Навой|Навой|Navoi|Navoi|Узбекистан|Узбекистан|Uzbekistan|Uzbekistan
NVK|NVK|Нарвик|Нарвик|Narvik|Narvik|Норвегия|Норвегия|Norway|Norway
NVP|NVP|||Aripuana|Aripuana|Бразилия|Бразилия|Brazil|Brazil
NVR|NVR|Новгород|Новгород|Novgorod|Novgorod|Россия|Россия|Russian Federation|Russian Federation
NVS|NVS|Неверс|Неверс|Nevers|Nevers|Франция|Франция|France|France
NVT|NVT|Навегантес|Навегантес|Navegantes|Navegantes|Бразилия|Бразилия|Brazil|Brazil
NVY|NVY|Нейвели|Нейвели|Neyveli|Neyveli|Индия|Индия|India|India
NWA|NWA|Моэли|Моэли|Moheli|Moheli|Коморские острова|Коморские острова|Comoros|Comoros
NWH|NWH|||Newport|Newport|США|США|United States|United States
NWI|NWI|Норвич|Норвич|Norwich|Norwich|Великобритания|Великобритания|United Kingdom|United Kingdom
NWP|NWP|||Argentia|Argentia|Канада|Канада|Canada|Canada
NWS|NWS|Нью-Йорк|Нью-Йорк|New York|New York|Колумбия|Колумбия|Colombia|Colombia
NWT|NWT|Новата|Новата|Nowata|Nowata|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
NWU|NWU|||Bermuda|Bermuda|Бермудские острова|Бермудские острова|Bermuda|Bermuda
NXX|NXX|||Willow Grove|Willow Grove|США|США|United States|United States
NYE|NYE|Ньери|Ньери|Nyeri|Nyeri|Кения|Кения|Kenya|Kenya
NYG|NYG|||Quantico|Quantico|США|США|United States|United States
NYI|NYI|Суньяни|Суньяни|Sunyani|Sunyani|Гана|Гана|Ghana|Ghana
NYK|NYK|Нануки|Нануки|Nanyuki|Nanyuki|Кения|Кения|Kenya|Kenya
NYM|NYM|Надым|Надым|Nadym|Nadym|Россия|Россия|Russian Federation|Russian Federation
NYN|NYN|||Nyngan|Nyngan|Австралия|Австралия|Australia|Australia
NYO|NYO|Стокгольм|Стокгольм|Stockholm|Stockholm|Швеция|Швеция|Sweden|Sweden
NYU|NYU|||Nyaung-u|Nyaung-u|Мьянма|Мьянма|Myanmar|Myanmar
NZA|NZA|||Nzagi|Nzagi|Ангола|Ангола|Angola|Angola
NZE|NZE|||Nzerekore|Nzerekore|Гвинея|Гвинея|Guinea|Guinea
NZH|NZH|||Manzhouli|Manzhouli|Китай|Китай|China|China
NZO|NZO|Нзоя|Нзоя|Nzoia|Nzoia|Кения|Кения|Kenya|Kenya
NZW|NZW|||South Weymouth|South Weymouth|США|США|United States|United States
NZY|NZY|Сан Диего|Сан Диего|San Diego|San Diego|США|США|United States|United States
OAG|OAG|Орандж|Орандж|Orange|Orange|Австралия|Австралия|Australia|Australia
OAJ|OAJ|||Jacksonville|Jacksonville|США|США|United States|United States
OAK|OAK|||Oakland|Oakland|США|США|United States|United States
OAL|OAL|||Cacoal|Cacoal|Бразилия|Бразилия|Brazil|Brazil
OAM|OAM|Оамару|Оамару|Oamaru|Oamaru|Новая Зеландия|Новая Зеландия|New Zealand|New Zealand
OAN|OAN|Оланчито|Оланчито|Olanchito|Olanchito|Гондурас|Гондурас|Honduras|Honduras
OAR|OAR|||Marina, CA|Marina, CA|США|США|United States|United States
OAX|OAX|Оксака|Оксака|Oaxaca|Oaxaca|Мексика|Мексика|Mexico|Mexico
OBA|OBA|Обан|Обан|Oban|Oban|Австралия|Австралия|Australia|Australia
OBC|OBC|Обок|Обок|Obock|Obock|Джибути|Джибути|Djibouti|Djibouti
OBD|OBD|Обано|Обано|Obano|Obano|Индонезия|Индонезия|Indonesia|Indonesia
OBE|OBE|||Okeechobee|Okeechobee|США|США|United States|United States
OBF|OBF|||Oberpfaffenhofen|Oberpfaffenhofen|Германия|Германия|Germany|Germany
OBI|OBI|Обидос|Обидос|Obidos|Obidos|Бразилия|Бразилия|Brazil|Brazil
OBL|OBL|||Zoersel|Zoersel|Бельгия|Бельгия|Belgium|Belgium
OBM|OBM|Моропе|Моропе|Morobe|Morobe|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OBN|OBN|Обан|Обан|Oban|Oban|Великобритания|Великобритания|United Kingdom|United Kingdom
OBO|OBO|Обихиро|Обихиро|Obihiro|Obihiro|Япония|Япония|Japan|Japan
OBS|OBS|Обенас|Обенас|Aubenas|Aubenas|Франция|Франция|France|France
OBT|OBT|||Oakland|Oakland|США|США|United States|United States
OBU|OBU|||Kobuk|Kobuk|США|США|United States|United States
OBX|OBX|Обо|Обо|Obo|Obo|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OBY|OBY|||Ittoqqortoormiit|Ittoqqortoormiit|Гренландия|Гренландия|Greenland|Greenland
OCA|OCA|||Ocean Reef|Ocean Reef|США|США|United States|United States
OCC|OCC|Кока|Кока|Coca|Coca|Эквадор|Эквадор|Ecuador|Ecuador
OCE|OCE|||Ocean City|Ocean City|США|США|United States|United States
OCF|OCF|Окала|Окала|Ocala|Ocala|США|США|United States|United States
OCH|OCH|||Nacogdoches, TX|Nacogdoches, TX|США|США|United States|United States
OCI|OCI|||Oceanic|Oceanic|США|США|United States|United States
OCJ|OCJ|Очо Риос|Очо Риос|Ocho Rios|Ocho Rios|Ямайка|Ямайка|Jamaica|Jamaica
OCN|OCN|Оушнсайд|Оушнсайд|Oceanside|Oceanside|США|США|United States|United States
OCV|OCV|Окана|Окана|Ocana|Ocana|Колумбия|Колумбия|Colombia|Colombia
OCW|OCW|||Washington|Washington|США|США|United States|United States
ODA|ODA|Уадда|Уадда|Ouadda|Ouadda|Центральноафриканская Республика|Центральноафриканская Республика|Central African Republic|Central African Republic
ODB|ODB|Кордова|Кордова|Cordoba|Cordoba|Испания|Испания|Spain|Spain
ODD|ODD|||Oodnadatta|Oodnadatta|Австралия|Австралия|Australia|Australia
ODE|ODE|Оденсе|Оденсе|Odense|Odense|Дания|Дания|Denmark|Denmark
ODH|ODH|||Odiham|Odiham|Великобритания|Великобритания|United Kingdom|United Kingdom
ODJ|ODJ|Уанда-Джалле|Уанда-Джалле|Ouanda Djalle|Ouanda Djalle|Центральноафриканская Республика|Центральноафриканская Республика|Central African Republic|Central African Republic
ODL|ODL|||Cordillo Downs|Cordillo Downs|Австралия|Австралия|Australia|Australia
ODN|ODN|||Long Seridan|Long Seridan|Малайзия|Малайзия|Malaysia|Malaysia
ODR|ODR|||Ord River|Ord River|Австралия|Австралия|Australia|Australia
ODS|ODS|Одесса|Одесса|Odessa|Odessa|Украина|Украина|Ukraine|Ukraine
ODW|ODW|||Oak Harbor|Oak Harbor|США|США|United States|United States
ODY|ODY|Удомхей|Удомхей|Oudomxay|Oudomxay|Лаос|Лаос|Laos|Laos
OEA|OEA|Винсенн|Винсенн|Vincennes|Vincennes|США|США|United States|United States
OEC|OEC|Окусси|Окусси|Ocussi|Ocussi|Индонезия|Индонезия|Indonesia|Indonesia
OEL|OEL|Орел|Орел|Orel|Orel|Россия|Россия|Russian Federation|Russian Federation
OEM|OEM|Паломеу|Паломеу|Paloemeu|Paloemeu|Суринам|Суринам|Suriname|Suriname
OEO|OEO|||Osceola|Osceola|США|США|United States|United States
OER|OER|Орнсколдсвик|Орнсколдсвик|Ornskoldsvik|Ornskoldsvik|Швеция|Швеция|Sweden|Sweden
OES|OES|||San Antonio Oeste|San Antonio Oeste|Аргентина|Аргентина|Argentina|Argentina
OFI|OFI|||Ouango Fitini|Ouango Fitini|Кот д&#039;Ивуар|Кот д&#039;Ивуар|Cote D&#039;Ivoire|Cote D&#039;Ivoire
OFJ|OFJ|Олаффьордур|Олаффьордур|Olafsfjordur|Olafsfjordur|Исландия|Исландия|Iceland|Iceland
OFK|OFK|||Norfolk|Norfolk|США|США|United States|United States
OFU|OFU|||Ofu|Ofu|Американское Самоа|Американское Самоа|American Samoa|American Samoa
OGA|OGA|||Ogallala|Ogallala|США|США|United States|United States
OGB|OGB|||Orangeburg|Orangeburg|США|США|United States|United States
OGD|OGD|Огден|Огден|Ogden|Ogden|США|США|United States|United States
OGE|OGE|Огерананг|Огерананг|Ogeranang|Ogeranang|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OGG|OGG|||Maui|Maui|США|США|United States|United States
OGL|OGL|Огле|Огле|Ogle|Ogle|Гайана|Гайана|Guyana|Guyana
OGN|OGN|Йонагуни-Жима|Йонагуни-Жима|Yonaguni Jima|Yonaguni Jima|Япония|Япония|Japan|Japan
OGO|OGO|||Abengourou|Abengourou|Кот д&#039;Ивуар|Кот д&#039;Ивуар|Cote D&#039;Ivoire|Cote D&#039;Ivoire
OGR|OGR|Бонгор|Бонгор|Bongor|Bongor|Чад|Чад|Chad|Chad
OGS|OGS|||Ogdensburg|Ogdensburg|США|США|United States|United States
OGV|OGV|||Ongava Game Reserve|Ongava Game Reserve|Намибия|Намибия|Namibia|Namibia
OGX|OGX|Уаргла|Уаргла|Ouargla|Ouargla|Алжир|Алжир|Algeria|Algeria
OGZ|OGZ|Владикавказ|Владикавказ|Vladikavkaz|Vladikavkaz|Россия|Россия|Russian Federation|Russian Federation
OHA|OHA|||Ohakea|Ohakea|Новая Зеландия|Новая Зеландия|New Zealand|New Zealand
OHC|OHC|||Northeast Cape|Northeast Cape|США|США|United States|United States
OHD|OHD|Охрид|Охрид|Ohrid|Ohrid|Македония|Македония|Macedonia|Macedonia
OHI|OHI|Ошакати|Ошакати|Oshakati|Oshakati|Намибия|Намибия|Namibia|Namibia
OHO|OHO|Охотск|Охотск|Okhotsk|Okhotsk|Россия|Россия|Russian Federation|Russian Federation
OHP|OHP|Обан|Обан|Oban|Oban|Габон|Габон|Gabon|Gabon
OHR|OHR|||Wyk Auf Foehr|Wyk Auf Foehr|Германия|Германия|Germany|Germany
OHT|OHT|Кохат|Кохат|Kohat|Kohat|Пакистан|Пакистан|Pakistan|Pakistan
OIA|OIA|||Ourilandia|Ourilandia|Португалия|Португалия|Portugal|Portugal
OIC|OIC|Норвич|Норвич|Norwich|Norwich|США|США|United States|United States
OIL|OIL|||Oil City, PA|Oil City, PA|США|США|United States|United States
OIM|OIM|||Oshima|Oshima|Япония|Япония|Japan|Japan
OIR|OIR|Окусири|Окусири|Okushiri|Okushiri|Япония|Япония|Japan|Japan
OIT|OIT|Оита|Оита|Oita|Oita|Япония|Япония|Japan|Japan
OJC|OJC|Канзас Сити|Канзас Сити|Kansas City|Kansas City|США|США|United States|United States
OKA|OKA|Окинава|Окинава|Okinawa|Okinawa|Япония|Япония|Japan|Japan
OKB|OKB|Орхид-Бич|Орхид-Бич|Orchid Beach|Orchid Beach|Австралия|Австралия|Australia|Australia
OKC|OKC|Оклахома Сити|Оклахома Сити|Oklahoma City|Oklahoma City|США|США|United States|United States
OKD|OKD|Саппоро|Саппоро|Sapporo|Sapporo|Япония|Япония|Japan|Japan
OKE|OKE|Окино-Эрабу|Окино-Эрабу|Okino Erabu|Okino Erabu|Япония|Япония|Japan|Japan
OKF|OKF|Окаукуйэхо|Окаукуйэхо|Okaukuejo|Okaukuejo|Намибия|Намибия|Namibia|Namibia
OKG|OKG|Окойо|Окойо|Okoyo|Okoyo|Конго|Конго|Congo|Congo
OKH|OKH|||Oakham|Oakham|Великобритания|Великобритания|United Kingdom|United Kingdom
OKI|OKI|Оки-Айленд|Оки-Айленд|Oki Island|Oki Island|Япония|Япония|Japan|Japan
OKJ|OKJ|Окаяма|Окаяма|Okayama|Okayama|Япония|Япония|Japan|Japan
OKK|OKK|||Kokomo|Kokomo|США|США|United States|United States
OKL|OKL|Оксибил|Оксибил|Oksibil|Oksibil|Индонезия|Индонезия|Indonesia|Indonesia
OKM|OKM|||Okmulgee|Okmulgee|США|США|United States|United States
OKN|OKN|Оконджа|Оконджа|Okondja|Okondja|Габон|Габон|Gabon|Gabon
OKO|OKO|Токио|Токио|Tokyo|Tokyo|Япония|Япония|Japan|Japan
OKP|OKP|Оксапмин|Оксапмин|Oksapmin|Oksapmin|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OKQ|OKQ|Окаба|Окаба|Okaba|Okaba|Индонезия|Индонезия|Indonesia|Indonesia
OKR|OKR|||Yorke Island|Yorke Island|Австралия|Австралия|Australia|Australia
OKS|OKS|||Oshkosh|Oshkosh|США|США|United States|United States
OKT|OKT|Октябрьский|Октябрьский|Oktiabrskij|Oktiabrskij|Россия|Россия|Russian Federation|Russian Federation
OKU|OKU|||Mokuti Lodge|Mokuti Lodge|Намибия|Намибия|Namibia|Namibia
OKV|OKV|||Okao|Okao|Индонезия|Индонезия|Indonesia|Indonesia
OKY|OKY|||Oakey|Oakey|Австралия|Австралия|Australia|Australia
OLA|OLA|Орланд|Орланд|Orland|Orland|Норвегия|Норвегия|Norway|Norway
OLB|OLB|||Olbia|Olbia|Италия|Италия|Italy|Italy
OLD|OLD|||Old Town|Old Town|США|США|United States|United States
OLE|OLE|||Olean|Olean|США|США|United States|United States
OLF|OLF|||Wolf Point|Wolf Point|США|США|United States|United States
OLH|OLH|||Old Harbor|Old Harbor|США|США|United States|United States
OLI|OLI|Олафсвик|Олафсвик|Olafsvik|Olafsvik|Исландия|Исландия|Iceland|Iceland
OLJ|OLJ|Олпой|Олпой|Olpoi|Olpoi|Вануату|Вануату|Vanuatu|Vanuatu
OLK|OLK|||Fuerte Olimpo|Fuerte Olimpo|Парагвай|Парагвай|Paraguay|Paraguay
OLM|OLM|Олимпия|Олимпия|Olympia|Olympia|США|США|United States|United States
OLN|OLN|||Colonia Sarmiento|Colonia Sarmiento|Аргентина|Аргентина|Argentina|Argentina
OLO|OLO|Оломоуц|Оломоуц|Olomouc|Olomouc|Чехия|Чехия|Czech Republic|Czech Republic
OLP|OLP|||Olympic Dam|Olympic Dam|Австралия|Австралия|Australia|Australia
OLQ|OLQ|Олсобип|Олсобип|Olsobip|Olsobip|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OLS|OLS|Ногалес|Ногалес|Nogales|Nogales|США|США|United States|United States
OLU|OLU|||Columbus, NE|Columbus, NE|США|США|United States|United States
OLV|OLV|||Olive Branch|Olive Branch|США|США|United States|United States
OLY|OLY|||Olney|Olney|США|США|United States|United States
OMA|OMA|Омаха|Омаха|Omaha|Omaha|США|США|United States|United States
OMB|OMB|Омбуэ|Омбуэ|Omboue|Omboue|Габон|Габон|Gabon|Gabon
OMC|OMC|Ормок|Ормок|Ormoc|Ormoc|Филиппины|Филиппины|Philippines|Philippines
OMD|OMD|Ораньемунд|Ораньемунд|Oranjemund|Oranjemund|Намибия|Намибия|Namibia|Namibia
OME|OME|||Nome|Nome|США|США|United States|United States
OMF|OMF|||Mafraq|Mafraq|Иордания|Иордания|Jordan|Jordan
OMG|OMG|Омега|Омега|Omega|Omega|Намибия|Намибия|Namibia|Namibia
OMH|OMH|Урмиех|Урмиех|Urmieh|Urmieh|Иран|Иран|Iran|Iran
OMI|OMI|||Omidieh|Omidieh|Иран|Иран|Iran|Iran
OMJ|OMJ|Омура|Омура|Omura|Omura|Япония|Япония|Japan|Japan
OMK|OMK|||Omak|Omak|США|США|United States|United States
OML|OML|Омкалай|Омкалай|Omkalai|Omkalai|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OMM|OMM|Мармул|Мармул|Marmul|Marmul|Оман|Оман|Oman|Oman
OMN|OMN|Османабад|Османабад|Osmanabad|Osmanabad|Индия|Индия|India|India
OMO|OMO|Мостар|Мостар|Mostar|Mostar|Босния и Герцеговина|Босния и Герцеговина|Bosnia And Herzegovina|Bosnia And Herzegovina
OMR|OMR|Орадя|Орадя|Oradea|Oradea|Румыния|Румыния|Romania|Romania
OMS|OMS|Омск|Омск|Omsk|Omsk|Россия|Россия|Russian Federation|Russian Federation
OMY|OMY|||Oddor Meanche|Oddor Meanche|Камбоджа|Камбоджа|Cambodia|Cambodia
ONA|ONA|||Winona|Winona|США|США|United States|United States
ONB|ONB|Ононге|Ононге|Ononge|Ononge|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OND|OND|Ондангва|Ондангва|Ondangwa|Ondangwa|Намибия|Намибия|Namibia|Namibia
ONE|ONE|||Onepusu|Onepusu|Соломоновы острова|Соломоновы острова|Solomon Islands|Solomon Islands
ONG|ONG|||Mornington|Mornington|Австралия|Австралия|Australia|Australia
ONH|ONH|||Oneonta|Oneonta|США|США|United States|United States
ONI|ONI|Моанамани|Моанамани|Moanamani|Moanamani|Индонезия|Индонезия|Indonesia|Indonesia
ONJ|ONJ|||Odate Noshiro|Odate Noshiro|Япония|Япония|Japan|Japan
ONL|ONL|||Oneill|Oneill|США|США|United States|United States
ONM|ONM|||Socorro|Socorro|США|США|United States|United States
ONN|ONN|||Onion Bay|Onion Bay|США|США|United States|United States
ONO|ONO|||Ontario|Ontario|США|США|United States|United States
ONP|ONP|||Newport|Newport|США|США|United States|United States
ONQ|ONQ|Зонгулдаг|Зонгулдаг|Zonguldak|Zonguldak|Турция|Турция|Turkey|Turkey
ONR|ONR|||Monkira|Monkira|Австралия|Австралия|Australia|Australia
ONS|ONS|||Onslow|Onslow|Австралия|Австралия|Australia|Australia
ONT|ONT|||Ontario|Ontario|США|США|United States|United States
ONU|ONU|Оно-И-Лау|Оно-И-Лау|Ono I Lau|Ono I Lau|Фиджи|Фиджи|Fiji|Fiji
ONX|ONX|Колон|Колон|Colon|Colon|Панама|Панама|Panama|Panama
ONY|ONY|||Olney|Olney|США|США|United States|United States
OOA|OOA|||Oskaloosa|Oskaloosa|США|США|United States|United States
OOK|OOK|||Toksook Bay|Toksook Bay|США|США|United States|United States
OOL|OOL|||Coolangatta/Gold Coast|Coolangatta/Gold Coast|Австралия|Австралия|Australia|Australia
OOM|OOM|Коома|Коома|Cooma|Cooma|Австралия|Австралия|Australia|Australia
OOR|OOR|||Mooraberree|Mooraberree|Австралия|Австралия|Australia|Australia
OOT|OOT|Онотоа|Онотоа|Onotoa|Onotoa|Кирибати|Кирибати|Kiribati|Kiribati
OPA|OPA|Копаскер|Копаскер|Kopasker|Kopasker|Исландия|Исландия|Iceland|Iceland
OPB|OPB|Опен-Бей|Опен-Бей|Open Bay|Open Bay|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OPF|OPF|Майами|Майами|Miami|Miami|США|США|United States|United States
OPI|OPI|||Oenpelli|Oenpelli|Австралия|Австралия|Australia|Australia
OPL|OPL|||Opelousas|Opelousas|США|США|United States|United States
OPO|OPO|Порто|Порто|Porto|Porto|Португалия|Португалия|Portugal|Portugal
OPS|OPS|Синоп|Синоп|Sinop|Sinop|Бразилия|Бразилия|Brazil|Brazil
OPU|OPU|Балимо|Балимо|Balimo|Balimo|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
OPW|OPW|Опува|Опува|Opuwa|Opuwa|Намибия|Намибия|Namibia|Namibia
ORA|ORA|Оран|Оран|Oran|Oran|Аргентина|Аргентина|Argentina|Argentina
ORB|ORB|Оребро|Оребро|Orebro|Orebro|Швеция|Швеция|Sweden|Sweden
ORC|ORC|Ороке|Ороке|Orocue|Orocue|Колумбия|Колумбия|Colombia|Colombia
ORD|ORD|||Chicago, Il|Chicago, Il|США|США|United States|United States
ORE|ORE|Орлеан|Орлеан|Orleans|Orleans|Франция|Франция|France|France
ORF|ORF|||Norfolk|Norfolk|США|США|United States|United States
ORG|ORG|||Paramaribo|Paramaribo|Суринам|Суринам|Suriname|Suriname
ORH|ORH|||Worcester|Worcester|США|США|United States|United States
ORI|ORI|||Port Lions|Port Lions|США|США|United States|United States
ORJ|ORJ|Ориндук|Ориндук|Orinduik|Orinduik|Бразилия|Бразилия|Brazil|Brazil
ORK|ORK|Корк|Корк|Cork|Cork|Ирландия|Ирландия|Ireland|Ireland
ORL|ORL|Орландо|Орландо|Orlando|Orlando|США|США|United States|United States
ORM|ORM|||Northampton|Northampton|Великобритания|Великобритания|United Kingdom|United Kingdom
ORN|ORN|Оран|Оран|Oran|Oran|Алжир|Алжир|Algeria|Algeria
ORO|ORO|Йоро|Йоро|Yoro|Yoro|Гондурас|Гондурас|Honduras|Honduras
ORP|ORP|Орапа|Орапа|Orapa|Orapa|Ботсвана|Ботсвана|Botswana|Botswana
ORQ|ORQ|||Norwalk|Norwalk|США|США|United States|United States
ORR|ORR|||Yorketown|Yorketown|Австралия|Австралия|Australia|Australia
ORS|ORS|||Orpheus Island Resort|Orpheus Island Resort|Австралия|Австралия|Australia|Australia
ORT|ORT|||Northway|Northway|США|США|United States|United States
